Y,E1,E2,E3,E4,E5,E6,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25
23225548007,406.7115195,749.5727988,-96.07888322,1624.062404,849.3347019,857.5099209,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
1.1763E+11,1595.328413,-187.7623396,927.9998705,361.7722138,183.717228,1075.265604,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1
-68036228030,363.127997,885.0941097,594.1239445,1073.344692,162.6157026,2031.828598,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1
1.97505E+11,399.016037,-412.689928,123.6223765,945.692064,407.3556421,1828.053375,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1
1.40488E+11,-191.7637032,-144.1271096,505.4026271,1454.660806,1459.437013,1215.1152,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
2.94661E+11,1961.405631,1330.357519,281.2586034,-716.9699496,1286.549048,897.2601972,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0
2.43947E+11,1707.556592,422.5517415,-264.3069068,1272.461308,1117.312313,1346.020303,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
1.05181E+11,1329.361431,-46.09642178,280.9169565,408.4545622,1212.353965,754.197287,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
47532607474,1180.502496,907.1868349,1139.411251,1013.132982,2180.401483,877.8036556,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
-43419258990,161.5950059,827.7974912,-627.5353426,1298.615037,269.301187,1046.58142,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1
1.34641E+11,1575.056216,-496.7224775,890.1022673,1019.137942,528.7213207,341.5733709,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1
3.52568E+11,896.8820131,1955.341966,640.6644219,629.0145979,622.5894475,1123.959709,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
1.986E+11,918.5431359,-355.8832383,-95.44628417,740.8897953,524.2525206,501.8680072,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
-1.1447E+11,1397.717562,273.8266706,348.6244846,1107.989437,452.6696855,-37.58268563,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1
-1.27624E+11,476.5268346,1075.962582,614.9246739,917.9771991,1114.873353,1561.896136,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0
3.06725E+11,1101.611803,483.2000431,362.5689558,1054.181826,559.5226966,1138.892119,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
78738469995,1400.837608,-247.090477,425.4675006,1252.334592,745.8367745,1515.851518,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2.86078E+11,1562.21237,176.5760798,1224.888819,777.5089286,1512.459941,1410.662344,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
NA,NA,186.5757367,-47.11394153,595.0964419,773.0288843,286.763461,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1
1.97159E+11,116.6466235,457.6623364,1037.260329,658.498962,481.3319909,97.65059098,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
42565124712,583.6488649,-632.1199354,-229.986268,692.2793343,-139.8529461,-100.5739072,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,NA,1,1
1.39327E+11,1057.497283,893.8176558,538.9429806,1022.426648,903.7853587,1056.865484,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1.32848E+11,1217.95943,-68.40383441,636.1725928,1068.597717,1017.587609,852.9771108,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
NA,1816.58214,479.0988964,894.4819738,544.1631903,1590.305044,1005.86429,1,1,1,0,1,1,0,0,0,1,0,NA,1,1,0,0,0,1,1,0,1,0,0,1,0
-23934731754,430.7179534,1213.256855,30.78212709,960.2096756,1835.667961,261.1333912,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1
1.27778E+11,680.2910764,467.8904907,-46.85281497,1884.60807,1006.234269,1124.686026,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1
60604539167,1065.913956,124.9823084,508.7388144,1798.816407,1029.507698,-791.1767238,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
1.41335E+11,206.2690742,437.7172195,-473.3687969,1020.614798,77.13080193,509.0002023,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,NA
1.74182E+11,774.2834403,1206.307993,-507.5076024,1070.054486,1152.758984,860.9191745,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
1.89068E+11,1170.815239,142.7329926,1037.286657,1864.923415,1531.652586,1820.480302,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
-15177095728,1610.744337,1297.866182,1666.450475,945.9395655,1632.582693,1106.100694,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1
2.60302E+11,1461.12172,767.9870682,-226.9001255,1092.930239,456.8036001,2490.522668,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
1.59501E+11,1629.922093,544.8760088,-375.1398535,793.9115936,644.2332476,1000.443402,0,NA,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0
1.27597E+11,757.6420113,1122.643687,917.4526464,761.9224411,817.9026622,876.2752575,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1.13193E+11,603.843438,28.46228024,-935.1378343,818.8293883,765.8914568,1020.616639,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1.8799E+11,475.3551719,828.6364382,-167.6546924,862.1739609,1187.630772,-397.7215112,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1
98955597036,633.0424354,522.0599892,504.7767021,1792.575183,1142.676802,616.2769879,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
3.07971E+11,2021.060592,1579.008814,531.0857069,1237.560648,1962.972466,2039.25297,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
1.12148E+11,-251.3636308,-382.9661739,691.365547,920.7883578,904.842743,506.8768467,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
3.9776E+11,896.2180468,2158.275105,1020.482519,512.2664363,425.1589896,1321.52224,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
1.46567E+11,916.4721118,-890.4008766,1228.51424,2029.879821,990.6739695,1354.103391,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
-16925915438,1499.608926,9.458263005,768.4250591,1022.369122,1386.988859,527.3991673,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
17723034099,527.2245295,821.6482754,676.9020105,799.1905189,1333.079746,753.8087116,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
2.21403E+11,570.3888374,212.24412,1347.936705,500.0044519,1257.59828,1315.671351,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
1.6114E+11,719.2273921,344.1822688,573.6301565,1765.346056,1542.990726,762.5214749,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0
1.54745E+11,-50.94243942,731.4029735,225.3792264,734.7384481,764.9456144,1251.863891,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
-5546840356,212.4073065,717.9929975,-22.10919337,2124.783906,1061.350404,620.8772517,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1
3.11911E+11,1839.237065,872.6440609,658.8584841,1114.869997,429.4206053,1157.09948,0,1,1,1,1,0,0,0,1,0,0,NA,0,1,0,1,1,1,0,1,1,0,1,0,1
57783822660,1248.601925,118.1074066,965.6789697,1328.790021,1058.675571,1010.318456,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
2.79979E+11,1205.636425,791.0601834,766.6352986,1231.751495,1301.134853,1041.53869,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,NA,1,0,1,1
2.17552E+11,1367.443062,-331.2284561,357.9142828,286.0041994,1023.541301,1393.156367,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,NA,0,1,0,1,0,NA,0,1
1.718E+11,1165.732629,832.5542035,1155.224905,1273.802901,-5.214127427,430.0654009,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1
1.79863E+11,733.73714,710.4984035,88.40647141,360.0110995,856.2603211,2207.17281,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0
-24285051747,-45.87797049,-172.7436955,1163.710724,1691.387464,1431.059552,1227.97852,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
2.99831E+11,1442.030988,1290.528468,637.1852417,1746.415456,694.768297,748.9658861,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1
49193440240,92.44336613,710.863861,13.29676004,873.6042531,1037.117442,-318.3417239,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
98608433837,662.5294308,836.9069754,856.6203384,782.0062636,542.6277286,812.5540898,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
62567281745,879.2664734,365.8329114,287.2938057,1187.219272,1839.970936,191.4889076,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
2.59276E+11,1567.135584,-812.4527091,-611.3753519,1178.168779,337.7860814,1039.416226,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1
92417426195,755.5875426,943.3872167,818.3029807,934.0029595,1282.894902,1167.196299,NA,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1
24248965039,1548.72391,1737.010552,699.9369114,1325.777038,929.4406825,-276.9050171,1,0,NA,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
1.30709E+11,-623.8744292,NA,107.3682572,1571.79657,775.473312,917.3594411,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0
66640487589,982.1894556,589.5251268,205.3215592,1169.176792,2444.017907,1176.078572,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0
2.16347E+11,991.8748312,946.3350749,252.3426549,1156.458074,1005.367218,2061.148661,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.17148E+11,1134.128927,251.7851281,NA,927.8701963,1005.935279,269.6968536,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
45018322802,1880.730811,746.6658775,452.2968993,NA,2143.876238,1022.324736,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
23329140639,2207.4134,932.6794513,260.2127603,892.4127742,2332.792171,434.0089192,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1
-3112234997,250.7358004,609.3051291,-393.8082286,990.9388041,401.3020126,449.7554217,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
36641485851,324.1560918,140.3540596,389.5134482,749.7253953,1049.550394,335.8237714,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1
29969933414,1767.406586,748.644662,72.93104064,1343.301907,1283.764742,950.5580332,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1.18531E+11,690.0703632,594.200011,1504.80039,2404.440593,1703.586381,225.2955974,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0
12858335313,276.9195064,765.9685114,132.1625299,1293.538952,183.517283,299.8974387,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
1.20423E+11,781.3730952,1529.259685,431.412898,1228.489834,-14.64526086,615.8126056,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
2.04357E+11,1319.511254,2378.493771,495.3343198,846.5979494,1381.189069,900.7875001,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0
58845963773,1216.086786,1715.139411,NA,604.5371281,44.1728549,149.4061324,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.10793E+11,1724.944025,961.2091426,1030.012891,-10.94779342,812.6652051,301.1644714,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
88248275540,729.4601524,1010.69836,873.1920984,800.5618881,833.581913,115.2255259,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0
18694216062,1052.984977,213.6040419,767.5578468,731.8060795,269.8378171,627.4903465,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
-22228459680,895.8638772,670.7510206,279.5962058,1227.599468,1291.720949,891.9516355,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
491997479,-270.171589,504.268883,719.9564672,1175.062408,718.8995407,1385.470169,1,0,NA,0,1,0,1,1,1,1,1,1,0,0,1,0,NA,0,0,1,1,0,1,0,0
-51665626344,675.0339627,154.6828326,436.282808,1402.159788,989.1425351,1370.703577,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0
15688459994,491.6667593,781.3532563,1318.109913,1039.690624,1962.379814,-714.3465635,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
-65743048348,629.7107572,-881.0493267,504.7519378,1680.99429,1014.988262,384.2116797,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
1.06126E+11,1839.208342,119.3145422,336.2190486,672.6106017,1029.380686,-89.94047164,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.1574E+11,73.78067503,212.5335151,548.2778008,779.5993748,261.1735957,-148.9800067,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0
1.35479E+11,585.7239746,-168.0540036,438.1671621,1467.394301,-169.4642993,1120.507875,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0
1.31422E+11,46.09429022,165.3315556,21.04420674,793.211339,313.4973035,1031.007176,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
47487246958,787.1106971,907.0977578,-72.06117284,319.3091787,761.1466289,-401.8102425,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
2.61037E+11,1176.151731,90.42577906,1115.125434,1510.996534,200.6537455,1020.509212,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
92380171486,1262.554455,530.5687318,1431.625603,522.4193957,1562.666846,512.1347065,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
68491954666,480.2619896,-868.3614474,-33.20088052,1634.797496,662.3223124,147.2090947,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
-14706018263,400.8775773,-585.5762927,171.0984514,1183.59154,-871.1814957,546.7625819,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
82568776386,456.0923885,964.9925816,-154.8868569,1286.898423,380.4910193,1022.190612,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0
1.06064E+11,1234.497957,-63.34975789,961.178388,1935.745863,524.7278797,642.055924,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1
60138816595,1270.706327,268.5215315,760.3197122,239.4498785,616.1026134,843.4728752,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
44708675340,1618.375075,402.0335138,255.8141344,1529.80414,1444.436038,402.9255989,0,1,1,0,0,1,1,0,1,0,0,NA,1,1,1,1,0,0,1,0,1,1,1,0,0
4.31653E+11,1664.047383,921.7692217,1379.32684,1152.357109,2320.169307,1703.571498,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72286746887,1326.768423,-602.1745733,505.336107,2063.813221,933.6693791,558.9023757,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1
-38360920741,-431.8827978,1572.737079,168.7587461,632.9709922,1059.613123,29.30599385,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
-1.37859E+11,1066.992295,91.52561127,267.9020992,1024.408356,975.7034136,-1197.919705,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
1.68585E+11,465.5112671,913.8518071,578.8868815,1101.34951,1248.799395,1541.778033,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
1.51527E+11,937.9923183,952.6518381,171.9039945,810.4669809,1130.552284,912.4608346,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,NA,1,1,0,0
-1.24838E+11,1252.91625,275.2875791,-108.8222527,434.4388162,1786.911761,326.0851362,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
22125723034,1010.263416,1105.167278,974.249664,918.1179466,1454.459185,1846.340631,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
18788308281,462.995585,-429.4927374,34.72615011,703.421433,483.1122043,537.1879453,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1
77118002354,1150.101961,568.6412798,-281.8831382,129.7885538,677.4180164,406.3931554,1,NA,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1
1.33071E+11,1104.674376,887.3338415,772.8975776,454.3414926,1194.312714,1388.967696,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
-52577052542,1613.484324,1388.649902,370.1067543,1207.953328,1507.221872,720.2327987,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1
73351580748,987.6547903,1054.286372,703.1410909,-31.11476234,1326.183821,220.2372752,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
44307635069,497.3823852,1132.823636,-290.6517314,1382.097735,624.634143,1483.683086,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
1.21548E+11,684.9318414,-428.6725265,1479.710579,1953.032831,346.2354429,1453.236548,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,NA,0,1,1,0
3.76805E+11,1129.409413,427.6633085,1015.889908,1848.217616,1749.56025,1289.770675,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
3.47014E+11,1093.024532,205.6299788,445.4474161,696.8364172,767.3326725,1871.104992,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
1.44412E+11,-73.67255566,273.6581502,523.2651291,1562.748163,595.2097242,-639.7677905,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
2.5213E+11,1152.365957,-217.2741796,-230.1647477,0.948430433,-469.0405777,1911.497548,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1
20879412211,1057.204199,157.0775269,509.9844201,1674.703906,547.2458166,1173.606656,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0
1.5014E+11,877.3632197,1165.494452,124.6240268,1486.03271,93.33586935,1245.313309,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
3.18818E+11,1356.509418,-250.1651107,499.3476801,-325.6669471,152.1856191,-91.04720515,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
75689200600,492.0266271,719.749445,1487.489258,829.047404,1686.026806,1086.841986,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
30334860861,713.0435656,35.81424232,1137.535291,939.6746416,1428.513722,992.759054,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
2.85821E+11,1475.048801,458.4827775,-121.6826981,972.0733062,960.2655525,1543.549723,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
50756312734,983.9458234,123.7178888,-1368.996373,1074.021589,271.2700895,-300.9470648,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1.71622E+11,900.5014643,275.4482448,-240.8752937,112.1512441,-28.2855784,1108.059759,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
14253388327,1507.589924,91.18564968,69.37225815,1156.741268,1867.180181,24.2140984,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1.1692E+11,738.3587911,1695.339657,220.1396613,1057.919601,85.09445062,704.9581423,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
85367601237,1640.659121,NA,535.3865336,1348.107929,311.3335553,356.9778889,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1
38538376748,908.6350623,300.3884056,59.48255,710.4890366,1715.235329,1369.720239,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
12314350484,183.8634795,1190.352305,-794.1388737,1169.547594,566.3492193,803.8038434,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,NA
1.63486E+11,2110.571873,1155.098869,318.5496797,1535.221726,2191.595732,349.3676002,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
-54252040477,1050.975219,485.1352088,-461.8310825,-374.5233144,1185.584162,542.8467628,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1
1.75019E+11,981.8287927,213.9978485,355.3458554,459.4079606,1028.700484,249.1187316,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
4.1144E+11,1704.938434,284.3477934,-594.4050039,1328.055263,1549.162789,909.4798123,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0
2.2748E+11,1878.864111,2106.403468,1144.520706,-448.689303,174.7916592,1231.224379,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1
77805771717,799.6683049,786.002582,317.4464933,930.0181787,-190.7078747,441.8422365,1,NA,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
1.13474E+11,2048.016203,303.4647662,-3.493247579,492.0814639,-519.5337081,632.774877,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1
-1.2181E+11,633.5357552,531.5779277,561.964795,254.3258176,1072.47133,1264.21705,0,1,1,0,0,1,1,1,0,1,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,1
-2275996254,1043.400707,1911.563141,-634.8024209,648.6779705,1149.228477,111.0712569,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1
81301290648,903.778939,516.4564859,724.9758427,1293.979018,998.720291,611.2888959,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
1.06685E+11,347.3317476,313.091932,537.3424941,907.4792158,700.8599734,1343.935358,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
1.361E+11,833.2324922,1466.390742,207.6937087,1161.800819,1101.501668,1635.412844,NA,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
62068445526,1193.838229,-489.1411706,-571.9111417,1990.635836,1254.262583,535.1000105,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1
79492350839,1213.558405,1053.98327,85.69842256,1533.6082,2016.966842,1510.928862,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,NA
-1.42738E+11,177.6857192,683.3940017,-605.8834022,803.6901385,NA,495.5028215,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
2.45522E+11,779.5586407,177.3867161,320.4255452,1189.064632,1034.92148,1025.973494,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
2.29717E+11,138.260211,325.8191299,1135.519831,246.7033323,260.9141627,1703.081288,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,NA,1,1,1,0,0,0,1,0
1.78457E+11,1092.936137,685.0829937,743.0414053,574.9754522,1009.166748,879.3866564,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
2.00254E+11,799.6169849,642.8217664,276.6565747,705.8479189,18.26679735,116.0287658,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
-91349393.06,1167.095205,92.34079583,838.7449119,1524.627204,486.8003201,86.83800653,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0
1.16658E+11,573.4894891,546.405619,268.2453825,1568.054927,938.4809447,971.9857354,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1
